,Drug,Target_ID,Y
47109,mol_301690,Q05513,11.200000128
47110,mol_301690,Q05655,11.200000128
47111,mol_301690,Q06187,11.500000186
47112,mol_301690,Q06418,12.499996913
47113,mol_301690,Q12851,11.900000875
47114,mol_301690,Q13188,11.300000237
47115,mol_301690,Q13237,11.900000875
47116,mol_301690,Q13554,11.999998417
47117,mol_301690,Q13557,11.800000504000002
47118,mol_301690,Q13627,11.800000504000002
47119,mol_301690,Q13976,11.800000504000002
47120,mol_301690,Q14164,11.599999679000002
47121,mol_301690,Q16288,14.400162274
47122,mol_301690,Q16513,11.200000128
47123,mol_301690,Q16539,11.500000186
47124,mol_301690,Q16620,13.899970733
47125,mol_301690,Q16644,11.1
47127,mol_301690,Q5VT25,11.1
47128,mol_301690,Q7L7X3,11.400000202
47129,mol_301690,Q8IU85,11.699999383
47130,mol_301690,Q8N4C8,11.699999383
47131,mol_301690,Q8NE63,14.299970641
47132,mol_301690,Q8TDC3,11.800000504000002
47133,mol_301690,Q96KB5,11.1
47134,mol_301690,Q96PF2,11.900000875
47135,mol_301690,Q96SB4,11.599999679000002
47136,mol_301690,Q9H2G2,12.599996932
47137,mol_301690,Q9H3Y6,11.900000875
47138,mol_301690,Q9H4B4,11.200000128
47139,mol_301690,Q9HAZ1,12.299998172
47140,mol_301690,Q9HBY8,11.1
47141,mol_301690,Q9HCP0,11.300000237
47142,mol_301690,Q9NWZ3,12.699997654
47143,mol_301690,Q9NYL2,11.999998417
47144,mol_301690,Q9P1W9,11.900000875
47145,mol_301690,Q9UEE5,11.500000186
47146,mol_301690,Q9UM73,11.500000186
47147,mol_301690,Q9UQM7,11.300000237
47148,mol_301690,Q9Y4K4,11.599999679000002
47149,mol_301690,Q9Y6M4,11.300000237
47150,mol_203818,O00444,13.699980365
47151,mol_203818,O14757,12.1
47152,mol_203818,O15075,11.1
47153,mol_203818,O15264,11.200000128
47154,mol_203818,O15530,12.399997603
47155,mol_203818,O75116,13.1
47156,mol_203818,O75582,11.800000504000002
47157,mol_203818,O94806,13.1
47158,mol_203818,O96013,11.999998417
47159,mol_203818,O96017,11.900000875
47160,mol_203818,P00519,11.699999085999998
47161,mol_203818,P00533,12.1
47162,mol_203818,P06213,11.999998417
47163,mol_203818,P06239,11.97642007
47164,mol_203818,P06241,12.699997654
47165,mol_203818,P06493,11.1
47166,mol_203818,P07333,12.299998172
47167,mol_203818,P07948,12.699997654
47168,mol_203818,P07949,13.000008766
47169,mol_203818,P08069,11.800000504000002
47170,mol_203818,P08581,11.800000504000002
47171,mol_203818,P08922,13.000008766
47172,mol_203818,P09619,12.599996932
47173,mol_203818,P10721,12.499996913
47174,mol_203818,P11309,11.200000128
47175,mol_203818,P11802,12.062573502
47176,mol_203818,P12931,12.39309154
47177,mol_203818,P15735,12.499996913
47178,mol_203818,P16234,13.1
47179,mol_203818,P16591,12.399997603
47180,mol_203818,P22607,13.000008766
47181,mol_203818,P24941,12.508935393
47182,mol_203818,P27448,13.399988938
47183,mol_203818,P28482,11.150000064
47184,mol_203818,P29317,12.699997654
47185,mol_203818,P29597,13.200015437
47186,mol_203818,P30291,12.399997603
47187,mol_203818,P31749,11.150000064
47188,mol_203818,P31751,11.200000128
47189,mol_203818,P35968,13.347838999
47190,mol_203818,P41743,11.400000202
47191,mol_203818,P42685,12.899998135
47192,mol_203818,P43405,12.499996913
47193,mol_203818,P45983,13.200015437
47194,mol_203818,P45984,13.200015437
47195,mol_203818,P48730,13.399988938
47196,mol_203818,P49137,11.200000128
47197,mol_203818,P49760,12.399997603
47198,mol_203818,P50750,12.418758763
47199,mol_203818,P51812,11.800000504000002
47200,mol_203818,P51817,11.900000875
47201,mol_203818,P51955,12.199999035
47202,mol_203818,P51957,12.499996913
47203,mol_203818,P52333,12.299998172
47204,mol_203818,P53778,11.400000202
47205,mol_203818,P68400,13.000008766
47206,mol_203818,Q00535,12.799991797
47207,mol_203818,Q05513,11.200000128
47208,mol_203818,Q06187,11.800000504000002
47209,mol_203818,Q06418,11.900000875
47210,mol_203818,Q07912,12.899998135
47211,mol_203818,Q08881,12.1
47212,mol_203818,Q12851,12.1
47213,mol_203818,Q13153,11.1
47214,mol_203818,Q13188,12.199999035
47215,mol_203818,Q13237,11.900000875
47216,mol_203818,Q13464,12.399997603
47217,mol_203818,Q13555,11.999998417
47218,mol_203818,Q13627,12.699997654
47219,mol_203818,Q14164,12.599996932
47220,mol_203818,Q15303,11.500000186
47221,mol_203818,Q16288,12.399997603
47222,mol_203818,Q16539,11.1
47223,mol_203818,Q16644,11.1
47224,mol_203818,Q5VT25,11.1
47225,mol_203818,Q7L7X3,11.800000504000002
47226,mol_203818,Q86V86,11.200000128
47227,mol_203818,Q8NE63,12.799991797
47228,mol_203818,Q8TDC3,13.200015437
47229,mol_203818,Q96GD4,14.160928781
47230,mol_203818,Q96KB5,11.1
47231,mol_203818,Q96PF2,11.900000875
47232,mol_203818,Q96SB4,11.200000128
47233,mol_203818,Q9BZL6,12.599996932
47234,mol_203818,Q9H2G2,12.399997603
47235,mol_203818,Q9H2X6,13.299970641
47236,mol_203818,Q9H3Y6,11.900000875
47237,mol_203818,Q9H4B4,11.200000128
47238,mol_203818,Q9HAZ1,13.200015437
47239,mol_203818,Q9HBY8,12.699997654
47240,mol_203818,Q9NR20,11.200000128
47241,mol_203818,Q9NYL2,11.800000504000002
47242,mol_203818,Q9P1W9,11.900000875
47243,mol_203818,Q9UEE5,13.399988938
47244,mol_203818,Q9UHD2,13.299970641
47245,mol_203818,Q9UM73,11.800000504000002
47246,mol_203818,Q9UQM7,11.400000202
47247,mol_203818,Q9Y243,11.1
47248,mol_203818,Q9Y6M4,11.300000237
47249,mol_287678,O00311,11.999998417
47250,mol_287678,O00444,13.500007822
47251,mol_287678,O15264,11.200000128
47252,mol_287678,O43293,11.599999679000002
47253,mol_287678,O60674,11.800000504000002
47254,mol_287678,O75116,11.500000186
47255,mol_287678,O94806,11.300000237
47256,mol_287678,O95819,11.400000202
47257,mol_287678,O96013,11.400000202
47258,mol_287678,P00519,12.399997603
47259,mol_287678,P00533,12.799991797
47260,mol_287678,P04626,11.999998417
47261,mol_287678,P04629,11.900000875
47262,mol_287678,P06213,11.400000202
47263,mol_287678,P06239,12.709986548
47264,mol_287678,P06241,12.1
47265,mol_287678,P06493,11.200000128
47266,mol_287678,P07332,11.800000504000002
47267,mol_287678,P07333,11.800000504000002
47268,mol_287678,P07949,12.499996913
47269,mol_287678,P08069,11.800000504000002
47270,mol_287678,P08581,11.699999383
47271,mol_287678,P09619,12.1
47272,mol_287678,P11309,11.300000237
47273,mol_287678,P12931,12.599996932
47274,mol_287678,P15735,11.400000202
47275,mol_287678,P16234,12.1
47276,mol_287678,P16591,13.1
47277,mol_287678,P17612,12.299998172
47278,mol_287678,P17948,12.199999035
47279,mol_287678,P22607,12.799991797
47280,mol_287678,P23443,11.300000237
47281,mol_287678,P24941,11.200000128
47282,mol_287678,P27448,11.300000237
47283,mol_287678,P29376,12.499996913
47284,mol_287678,P31751,11.200000128
47285,mol_287678,P34947,11.500000186
47286,mol_287678,P35968,12.599996932
47287,mol_287678,P36507,11.500000186
47288,mol_287678,P36888,11.699999383
47289,mol_287678,P41743,11.400000202
47290,mol_287678,P42679,11.800000504000002
47291,mol_287678,P42685,13.1
47292,mol_287678,P43405,11.900000875
47293,mol_287678,P45983,11.500000186
47294,mol_287678,P48729,11.400000202
47295,mol_287678,P49137,11.200000128
47296,mol_287678,P49336,11.599999679000002
47297,mol_287678,P49760,11.599999679000002
47298,mol_287678,P49840,11.400000202
47299,mol_287678,P50750,11.900000875
47300,mol_287678,P51617,11.200000128
47301,mol_287678,P51812,12.199999035
47302,mol_287678,P51817,11.699999383
47303,mol_287678,P51955,11.300000237
47304,mol_287678,P51957,11.300000237
47305,mol_287678,P52333,11.500000186
47306,mol_287678,P53667,12.1
47307,mol_287678,P53778,11.300000237
47308,mol_287678,P78368,11.200000128
47309,mol_287678,Q00535,11.300000237
47310,mol_287678,Q02750,11.800000504000002
47311,mol_287678,Q04759,11.699999383
47312,mol_287678,Q04771,11.500000186
47313,mol_287678,Q04912,11.500000186
47314,mol_287678,Q05397,13.000008766
47315,mol_287678,Q05513,11.200000128
47316,mol_287678,Q05655,11.200000128
47317,mol_287678,Q06187,12.299998172
47318,mol_287678,Q06418,11.999998417
47319,mol_287678,Q07912,12.199999035
47320,mol_287678,Q08881,11.900000875
47321,mol_287678,Q12851,11.400000202
47322,mol_287678,Q13131,11.999998417
47323,mol_287678,Q13153,11.1
47324,mol_287678,Q13188,11.200000128
47325,mol_287678,Q13237,11.900000875
47326,mol_287678,Q13464,11.300000237
47327,mol_287678,Q13554,11.200000128
47328,mol_287678,Q13555,11.300000237
47329,mol_287678,Q13557,11.300000237
47330,mol_287678,Q13627,11.599999679000002
47331,mol_287678,Q13882,11.699999383
47332,mol_287678,Q13976,11.800000504000002
47333,mol_287678,Q15303,11.699999383
47334,mol_287678,Q16288,12.499996913
47335,mol_287678,Q16513,11.200000128
47336,mol_287678,Q16620,12.1
47337,mol_287678,Q16644,11.1
47339,mol_287678,Q5VT25,11.1
47340,mol_287678,Q8N4C8,11.200000128
47341,mol_287678,Q8NE63,11.200000128
47342,mol_287678,Q8TDC3,11.800000504000002
47343,mol_287678,Q96GD4,14.084310609
47344,mol_287678,Q96KB5,11.1
47345,mol_287678,Q96PF2,11.900000875
47346,mol_287678,Q96SB4,11.699999383
47347,mol_287678,Q9BXA7,11.900000875
47348,mol_287678,Q9H2G2,11.900000875
47349,mol_287678,Q9H3Y6,11.900000875
47350,mol_287678,Q9HAZ1,11.599999679000002
47351,mol_287678,Q9HBH9,11.1
47352,mol_287678,Q9HBY8,11.1
47353,mol_287678,Q9HCP0,11.300000237
47354,mol_287678,Q9NR20,11.200000128
47355,mol_287678,Q9NWZ3,11.1
47356,mol_287678,Q9NYL2,11.200000128
47357,mol_287678,Q9P1W9,11.900000875
47358,mol_287678,Q9UM73,11.800000504000002
47359,mol_287678,Q9UQM7,11.300000237
47360,mol_287678,Q9Y243,11.1
47361,mol_287678,Q9Y463,11.699999383
47362,mol_287678,Q9Y4K4,11.300000237
47363,mol_287678,Q9Y6M4,11.300000237
47877,mol_171719,O00311,11.999998417
47878,mol_171719,O00418,11.500000186
47879,mol_171719,O00444,12.799991797
47880,mol_171719,O14920,11.599999679000002
47881,mol_171719,O14965,11.552843964
47882,mol_171719,O15075,11.1
47883,mol_171719,O15264,11.200000128
47884,mol_171719,O15530,11.500000186
47885,mol_171719,O43293,11.999998417
47886,mol_171719,O43781,11.300000237
47887,mol_171719,O75116,11.200000128
47888,mol_171719,O94806,11.1
47889,mol_171719,O95819,12.699997654
47890,mol_171719,O96013,11.400000202
47891,mol_171719,O96017,11.400000202
47892,mol_171719,P00519,12.299998172
47893,mol_171719,P00533,12.184629317
47894,mol_171719,P04626,12.1
47895,mol_171719,P04629,12.499996913
47896,mol_171719,P05129,11.200000128
47897,mol_171719,P06213,11.400000202
47898,mol_171719,P06241,12.199999035
47899,mol_171719,P06493,11.200000128
47900,mol_171719,P07333,12.444682744
47901,mol_171719,P07948,11.900000875
47902,mol_171719,P08069,12.1
47903,mol_171719,P09619,12.895880017
47904,mol_171719,P10721,13.000008766
47905,mol_171719,P11309,11.1
47906,mol_171719,P11362,11.500000186
47907,mol_171719,P12931,11.069375047
47908,mol_171719,P17948,13.000008766
47909,mol_171719,P22607,11.800000504000002
47910,mol_171719,P27448,11.300000237
47911,mol_171719,P29597,11.800000504000002
47912,mol_171719,P30530,12.699997654
47913,mol_171719,P31751,11.200000128
47914,mol_171719,P35968,12.699019390999998
47915,mol_171719,P36888,13.399988938
47916,mol_171719,P45983,11.599999679000002
47917,mol_171719,P45984,11.500000186
47918,mol_171719,P48729,11.300000237
47919,mol_171719,P49137,11.200000128
47920,mol_171719,P49840,11.200000128
47921,mol_171719,P49841,11.800000504000002
47922,mol_171719,P51451,11.900000875
47923,mol_171719,P51617,11.200000128
47924,mol_171719,P51812,11.200000128
47925,mol_171719,P51817,12.1
47926,mol_171719,P53667,11.200000128
47927,mol_171719,P53778,11.300000237
47928,mol_171719,Q00535,11.1
47929,mol_171719,Q05397,12.399997603
47930,mol_171719,Q08881,12.1
47931,mol_171719,Q12851,11.300000237
47932,mol_171719,Q13153,11.1
47933,mol_171719,Q13188,12.799991797
47934,mol_171719,Q13237,11.900000875
47935,mol_171719,Q13464,11.1
47936,mol_171719,Q13627,11.400000202
47937,mol_171719,Q14012,11.200000128
47938,mol_171719,Q14289,12.899998135
47939,mol_171719,Q16513,11.200000128
47940,mol_171719,Q16539,10.923908740999998
47941,mol_171719,Q16620,11.400000202
47942,mol_171719,Q16644,11.1
47943,mol_171719,Q5VT25,11.1
47944,mol_171719,Q7KZI7,11.200000128
47945,mol_171719,Q7L7X3,11.1
47946,mol_171719,Q8N4C8,11.200000128
47947,mol_171719,Q8NE63,11.200000128
47948,mol_171719,Q96GD4,11.300000237
47949,mol_171719,Q96KB5,11.1
47950,mol_171719,Q96PF2,13.299970641
47951,mol_171719,Q96RG2,11.900000875
47952,mol_171719,Q96SB4,11.200000128
47953,mol_171719,Q9BZL6,11.1
47954,mol_171719,Q9H4B4,14.272878616
47955,mol_171719,Q9HBH9,11.1
47956,mol_171719,Q9HBY8,11.1
47957,mol_171719,Q9HCP0,11.300000237
47958,mol_171719,Q9NWZ3,11.1
47959,mol_171719,Q9P1W9,11.900000875
47960,mol_171719,Q9Y4K4,12.799991797
48353,mol_273453,O00311,11.1
48354,mol_273453,O14757,11.1
48355,mol_273453,O14920,11.1
48356,mol_273453,O96013,11.1
48357,mol_273453,P04629,13.37572413
48358,mol_273453,P05771,11.1
48359,mol_273453,P06493,12.500116928
48360,mol_273453,P07949,11.813768146
48361,mol_273453,P08069,11.1
48362,mol_273453,P10721,12.275223538
48363,mol_273453,P11362,12.01829273
48364,mol_273453,P11802,12.895880017
48365,mol_273453,P17612,11.1
48366,mol_273453,P24941,12.993440431
48367,mol_273453,P31749,11.1
48368,mol_273453,P43403,11.1
48369,mol_273453,P49137,11.1
48370,mol_273453,P53350,11.1
48371,mol_273453,Q00535,12.676754126
48372,mol_273453,Q15759,11.1
48373,mol_273453,Q16539,11.1
48374,mol_273453,Q96GD4,11.47934352
48375,mol_273453,Q9H2G2,11.1
48376,mol_273453,Q9HC98,12.072650392
48377,mol_154447,O00311,11.999998417
48378,mol_154447,O00444,11.500000186
48379,mol_154447,O14757,11.400000202
48380,mol_154447,O14965,11.900000875
48381,mol_154447,O15075,11.1
48382,mol_154447,O43293,11.599999679000002
48383,mol_154447,O43781,11.300000237
48384,mol_154447,O60674,11.441299925
48385,mol_154447,O94806,11.599999679000002
48386,mol_154447,O95819,12.899998135
48387,mol_154447,O96013,11.400000202
48388,mol_154447,O96017,11.900000875
48389,mol_154447,P00533,11.629298919000002
48390,mol_154447,P04626,11.779134134
48391,mol_154447,P04629,11.699999383
48392,mol_154447,P05129,13.99997427
48393,mol_154447,P05771,14.798970004
48394,mol_154447,P06493,11.999998417
48395,mol_154447,P07332,11.800000504000002
48396,mol_154447,P07333,11.699999383
48397,mol_154447,P07948,11.900000875
48398,mol_154447,P07949,11.498558602
48399,mol_154447,P08069,11.498558602
48400,mol_154447,P08631,11.1
48401,mol_154447,P10721,11.629298919000002
48402,mol_154447,P11309,12.899998135
48403,mol_154447,P12931,11.800000504000002
48404,mol_154447,P15735,11.400000202
48405,mol_154447,P16234,11.699999383
48406,mol_154447,P16591,12.599996932
48407,mol_154447,P17252,14.777780705
48408,mol_154447,P17612,11.999998417
48409,mol_154447,P17948,11.800000504000002
48410,mol_154447,P22607,11.800000504000002
48411,mol_154447,P23443,12.899998135
48412,mol_154447,P23458,11.23667714
48413,mol_154447,P24723,14.314670165
48414,mol_154447,P24941,12.549912541
48415,mol_154447,P27448,12.1
48416,mol_154447,P28482,11.200000128
48417,mol_154447,P29317,11.599999679000002
48418,mol_154447,P30530,11.140958608
48419,mol_154447,P31749,11.944213282
48420,mol_154447,P31751,11.599999679000002
48421,mol_154447,P35916,12.16672384
48422,mol_154447,P35968,12.104308831
48423,mol_154447,P36507,11.500000186
48424,mol_154447,P36888,11.900000875
48425,mol_154447,P41743,12.499996913
48426,mol_154447,P42338,11.1
48427,mol_154447,P42679,11.800000504000002
48428,mol_154447,P42685,11.699999383
48429,mol_154447,P43403,11.1
48430,mol_154447,P45983,11.343922179000002
48431,mol_154447,P45984,11.343922179000002
48432,mol_154447,P48730,11.200000128
48433,mol_154447,P49336,11.500000186
48434,mol_154447,P49760,11.699999383
48435,mol_154447,P50613,11.500000186
48436,mol_154447,P50750,11.900000875
48437,mol_154447,P51451,11.900000875
48438,mol_154447,P51812,13.000008766
48439,mol_154447,P51817,11.699999383
48440,mol_154447,P51957,11.300000237
48441,mol_154447,P52333,12.157716537
48442,mol_154447,P53350,13.299970641
48443,mol_154447,P53667,11.599999679000002
48444,mol_154447,P53778,11.300000237
48446,mol_154447,P54760,11.1
48447,mol_154447,P68400,11.300000237
48448,mol_154447,P78368,11.200000128
48449,mol_154447,Q00535,11.599999679000002
48450,mol_154447,Q02156,14.307608311
48451,mol_154447,Q04759,15.268920322
48452,mol_154447,Q04771,11.500000186
48453,mol_154447,Q04912,12.899998135
48454,mol_154447,Q05397,11.325383595
48455,mol_154447,Q05513,12.793686801
48456,mol_154447,Q06187,11.343922179000002
48457,mol_154447,Q06418,11.699999383
48458,mol_154447,Q07912,11.500000186
48459,mol_154447,Q12851,11.400000202
48460,mol_154447,Q13153,11.1
48461,mol_154447,Q13177,11.1
48462,mol_154447,Q13188,13.000008766
48463,mol_154447,Q13464,11.498558602
48464,mol_154447,Q13554,11.699999383
48465,mol_154447,Q13555,13.200015437
48466,mol_154447,Q13557,13.600038134000002
48467,mol_154447,Q13976,12.199999035
48468,mol_154447,Q14012,11.300000237
48469,mol_154447,Q14164,11.599999679000002
48470,mol_154447,Q15118,11.273925197
48471,mol_154447,Q16288,11.800000504000002
48472,mol_154447,Q16513,12.699997654
48473,mol_154447,Q16539,11.343922179000002
48474,mol_154447,Q16644,11.1
48475,mol_154447,Q5VT25,11.1
48476,mol_154447,Q7L7X3,11.999998417
48477,mol_154447,Q86V86,12.599996932
48478,mol_154447,Q8IW41,11.900000875
48479,mol_154447,Q8TDC3,11.699999383
48480,mol_154447,Q96GD4,11.400000202
48481,mol_154447,Q96PF2,11.900000875
48482,mol_154447,Q96SB4,11.200000128
48483,mol_154447,Q9BXA7,11.900000875
48484,mol_154447,Q9BZL6,11.1
48485,mol_154447,Q9H2G2,13.000008766
48486,mol_154447,Q9H2X6,11.599999679000002
48487,mol_154447,Q9H3Y6,11.900000875
48488,mol_154447,Q9HBH9,11.1
48489,mol_154447,Q9HBY8,12.299998172
48490,mol_154447,Q9HCP0,11.300000237
48491,mol_154447,Q9NYL2,11.200000128
48492,mol_154447,Q9P1W9,14.901342913
48493,mol_154447,Q9UEE5,11.500000186
48494,mol_154447,Q9UHD2,11.599999679000002
48495,mol_154447,Q9UM73,11.561329795
48496,mol_154447,Q9UQM7,11.599999679000002
48497,mol_154447,Q9Y243,11.1
48498,mol_154447,Q9Y463,11.699999383
48499,mol_154447,Q9Y6M4,11.300000237
48732,mol_101795,O00311,12.1
48733,mol_101795,O00444,12.506750535999998
48734,mol_101795,O14757,11.999998417
48735,mol_101795,O14965,12.108773924
48736,mol_101795,O15075,11.1
48737,mol_101795,O15264,11.200000128
48738,mol_101795,O15530,12.299998172
48739,mol_101795,O43293,12.493606528
48740,mol_101795,O43781,12.599996932
48741,mol_101795,O75116,11.599999679000002
48742,mol_101795,O94806,13.1
48743,mol_101795,O96017,12.399997603
48744,mol_101795,P00519,11.699999085999998
48745,mol_101795,P00533,11.450000252
48746,mol_101795,P04629,11.549999209
48747,mol_101795,P06493,12.1
48748,mol_101795,P07332,13.200015437
48749,mol_101795,P07333,13.000008766
48750,mol_101795,P07947,11.1
48751,mol_101795,P07948,11.6
48752,mol_101795,P08581,12.399997603
48753,mol_101795,P08631,11.1
48754,mol_101795,P09619,11.1
48755,mol_101795,P09769,11.1
48756,mol_101795,P10721,11.549999209
48757,mol_101795,P11309,11.749998800999998
48758,mol_101795,P11362,11.899998827
48759,mol_101795,P12931,11.450000252
48760,mol_101795,P16591,12.249994469
48761,mol_101795,P17252,11.1
48762,mol_101795,P23443,13.000008766
48763,mol_101795,P23458,11.1
48764,mol_101795,P24941,12.39743273
48765,mol_101795,P27448,14.500116928
48766,mol_101795,P29317,11.349999839
48767,mol_101795,P29597,11.999998417
48768,mol_101795,P31749,11.200000128
48769,mol_101795,P41240,11.1
48770,mol_101795,P41743,11.400000202
48771,mol_101795,P42679,12.399997603
48772,mol_101795,P42684,11.1
48773,mol_101795,P42685,12.19998532
48774,mol_101795,P43405,12.19998532
48775,mol_101795,P45983,13.196566733
48776,mol_101795,P48730,13.600038134000002
48777,mol_101795,P49137,11.200000128
48778,mol_101795,P49674,11.608638306
48779,mol_101795,P49759,11.1
48780,mol_101795,P49760,12.461438459000002
48781,mol_101795,P49840,11.999998417
48782,mol_101795,P51451,12.799991797
48783,mol_101795,P51817,11.900000875
48784,mol_101795,P51957,12.1
48785,mol_101795,P52333,12.119088062
48786,mol_101795,P53667,11.1
48787,mol_101795,P54760,11.1
48788,mol_101795,Q00535,11.6
48789,mol_101795,Q02763,11.1
48790,mol_101795,Q05397,11.1
48791,mol_101795,Q06187,11.549999209
48792,mol_101795,Q06418,12.1
48793,mol_101795,Q07912,11.1
48794,mol_101795,Q12851,13.399988938
48795,mol_101795,Q13131,11.500000437
48796,mol_101795,Q13188,12.599996932
48797,mol_101795,Q13237,11.900000875
48798,mol_101795,Q13554,11.200000119
48799,mol_101795,Q13557,11.6
48800,mol_101795,Q13627,13.000008766
48801,mol_101795,Q14012,11.693608509
48802,mol_101795,Q14680,12.499996913
48803,mol_101795,Q15759,11.1
48804,mol_101795,Q16288,14.200179498
48805,mol_101795,Q16513,11.200000128
48806,mol_101795,Q16644,11.1
48807,mol_101795,Q7L7X3,11.400000202
48808,mol_101795,Q8IW41,11.900000875
48809,mol_101795,Q8N4C8,12.799991797
48810,mol_101795,Q8NE63,11.800000504000002
48811,mol_101795,Q8TDC3,12.199999035
48812,mol_101795,Q96KB5,12.1
48813,mol_101795,Q96PF2,11.900000875
48814,mol_101795,Q99683,11.1
48815,mol_101795,Q9BXA7,11.900000875
48816,mol_101795,Q9BZL6,12.899998135
48817,mol_101795,Q9H3Y6,11.900000875
48818,mol_101795,Q9HAZ1,12.992498646
48819,mol_101795,Q9HBH9,12.349998466
48820,mol_101795,Q9HBY8,12.699997654
48821,mol_101795,Q9HC98,11.1
48822,mol_101795,Q9HCP0,11.415899257
48823,mol_101795,Q9NR20,11.200000128
48824,mol_101795,Q9NYL2,12.399997603
48825,mol_101795,Q9P1W9,12.51861955
48826,mol_101795,Q9UQM7,11.1
48827,mol_101795,Q9Y243,11.1
48828,mol_101795,Q9Y6M4,12.1
48829,mol_301618,O00311,11.999998417
48830,mol_301618,O00418,11.500000186
48831,mol_301618,O00444,11.500000186
48832,mol_301618,O14757,11.200000128
48833,mol_301618,O14920,11.599999679000002
48834,mol_301618,O14965,11.500000186
48835,mol_301618,O15075,11.1
48836,mol_301618,O15264,11.200000128
48837,mol_301618,O43293,11.999998417
48838,mol_301618,O43781,11.300000237
48839,mol_301618,O60674,11.900000875
48840,mol_301618,O75582,11.800000504000002
48841,mol_301618,O95819,12.199999035
48842,mol_301618,P00533,14.100652499
48843,mol_301618,P04049,13.401029995999998
48844,mol_301618,P04626,11.900000875
48845,mol_301618,P04629,11.699999383
48846,mol_301618,P05771,13.869551079
48847,mol_301618,P06213,11.400000202
48848,mol_301618,P06239,14.100518377
48849,mol_301618,P06241,12.199999035
48850,mol_301618,P06493,13.101637144
48851,mol_301618,P07332,11.800000504000002
48852,mol_301618,P07333,11.699999383
48853,mol_301618,P07948,11.900000875
48854,mol_301618,P07949,11.999998417
48855,mol_301618,P08581,11.599999679000002
48856,mol_301618,P08922,11.800000504000002
48857,mol_301618,P10721,11.999998417
48858,mol_301618,P11309,11.1
48859,mol_301618,P12931,11.800000504000002
48860,mol_301618,P16591,11.900000875
48861,mol_301618,P17612,11.999998417
48862,mol_301618,P17948,12.499996913
48863,mol_301618,P24941,11.200000128
48864,mol_301618,P28482,11.200000128
48865,mol_301618,P29597,11.800000504000002
48866,mol_301618,P31751,11.200000128
48867,mol_301618,P35916,11.300000237
48868,mol_301618,P35968,11.200000128
48869,mol_301618,P36507,13.401029995999998
48870,mol_301618,P36888,11.699999383
48871,mol_301618,P42679,11.800000504000002
48872,mol_301618,P42685,11.699999383
48873,mol_301618,P48729,12.199999035
48874,mol_301618,P48730,13.8000571
48875,mol_301618,P49760,11.200000128
48876,mol_301618,P49840,11.200000128
48877,mol_301618,P49841,11.300000237
48878,mol_301618,P51451,11.900000875
48879,mol_301618,P51812,11.200000128
48880,mol_301618,P51955,11.1
48881,mol_301618,P51957,11.300000237
48882,mol_301618,P52333,11.900000875
48883,mol_301618,P53350,11.200000128
48884,mol_301618,P53667,11.1
48885,mol_301618,P53778,11.300000237
48886,mol_301618,P68400,11.300000237
48887,mol_301618,P78368,11.200000128
48888,mol_301618,Q05513,11.200000128
48889,mol_301618,Q05655,11.200000128
48890,mol_301618,Q06418,11.800000504000002
48891,mol_301618,Q13131,11.300000237
48892,mol_301618,Q13153,11.1
48893,mol_301618,Q13188,11.200000128
48894,mol_301618,Q13237,11.900000875
48895,mol_301618,Q13555,11.300000237
48896,mol_301618,Q13557,11.300000237
48897,mol_301618,Q13976,11.800000504000002
48898,mol_301618,Q14012,11.300000237
48899,mol_301618,Q14289,11.900000875
48900,mol_301618,Q15303,11.500000186
48901,mol_301618,Q16288,11.999998417
48902,mol_301618,Q16513,11.200000128
48903,mol_301618,Q16539,13.622878745
48904,mol_301618,Q16620,11.400000202
48905,mol_301618,Q16644,11.1
48906,mol_301618,Q5VT25,11.1
48907,mol_301618,Q86V86,11.200000128
48908,mol_301618,Q8IW41,11.900000875
48909,mol_301618,Q8N4C8,11.500000186
48910,mol_301618,Q8TDC3,11.1
48911,mol_301618,Q96KB5,11.1
48912,mol_301618,Q96PF2,11.900000875
48913,mol_301618,Q96SB4,11.200000128
48914,mol_301618,Q9BXA7,11.900000875
48915,mol_301618,Q9BZL6,11.300000237
48916,mol_301618,Q9H2G2,11.1
48917,mol_301618,Q9H3Y6,11.900000875
48918,mol_301618,Q9H4B4,11.200000128
48919,mol_301618,Q9HAZ1,11.1
48920,mol_301618,Q9HBH9,11.1
48921,mol_301618,Q9HBY8,11.1
48922,mol_301618,Q9NWZ3,11.1
48923,mol_301618,Q9NYL2,11.200000128
48924,mol_301618,Q9P1W9,11.900000875
48925,mol_301618,Q9UEE5,11.500000186
48926,mol_301618,Q9Y4K4,11.900000875
48927,mol_301618,Q9Y6M4,11.300000237
48928,mol_132081,O00329,12.923908740999998
48929,mol_132081,O14757,11.599999679000002
48930,mol_132081,O14965,11.900000875
48931,mol_132081,O43293,11.400000202
48932,mol_132081,O60674,12.1
48933,mol_132081,O75116,13.500007822
48934,mol_132081,O94806,12.699997654
48935,mol_132081,O95819,12.299998172
48936,mol_132081,O96013,12.299998172
48937,mol_132081,P00533,12.685026652
48938,mol_132081,P04629,11.599999679000002
48939,mol_132081,P06239,12.899998135
48940,mol_132081,P07333,12.499996913
48941,mol_132081,P07949,15.192754053
48942,mol_132081,P08631,14.196910013
48943,mol_132081,P09619,12.499996913
48944,mol_132081,P11309,11.400000202
48945,mol_132081,P12931,13.953871964
48946,mol_132081,P16234,12.599996932
48947,mol_132081,P17612,12.199999035
48948,mol_132081,P27448,12.199999035
