[I 2023-12-26 14:01:21,827] Using an existing study with name 'TransformerConv' instead of creating a new one.
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 14:19:50,237] Trial 3 finished with values: [36234.35628125, 39217.009765625] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 10:04:36,731] Trial 216 finished with values: [38762.02990503368, 41981.339599609375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 10:28:57,837] Trial 217 finished with values: [36610.43776953125, 40338.270384022886] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 10:42:01,381] Trial 218 finished with values: [36306.97527601048, 39678.25675455729] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 11:07:51,265] Trial 219 finished with values: [35265.528828125, 39188.92306857639] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 11:33:39,008] Trial 220 finished with values: [37752.644086826345, 41872.987548828125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 12:00:07,040] Trial 221 finished with values: [39527.6353515625, 43243.90549045139] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 12:25:15,752] Trial 222 finished with values: [37547.5718671875, 41154.772786458336] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 12:38:13,352] Trial 223 finished with values: [36065.2915078125, 39271.95193142361] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 13:04:02,085] Trial 224 finished with values: [37206.74312312874, 40138.328287760414] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 13:34:51,169] Trial 225 finished with values: [35832.01841992188, 39574.531580105635] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 14:00:55,219] Trial 226 finished with values: [35522.4807265625, 39060.281412760414] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 14:21:40,955] Trial 227 finished with values: [37291.0430078125, 40112.04437934028] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 14:41:57,991] Trial 228 finished with values: [37383.69227170659, 40436.720377604164] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 15:07:43,688] Trial 229 finished with values: [35985.36549167291, 39913.499186197914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 15:12:26,001] Trial 230 finished with values: [38230.00426880614, 41498.54744466146] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 15:33:01,501] Trial 231 finished with values: [36550.10509765625, 39497.837510850695] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 15:58:43,508] Trial 232 finished with values: [35659.77369479791, 38968.06453450521] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 16:04:23,670] Trial 233 finished with values: [38250.6188671875, 41385.085774739586] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 16:24:49,510] Trial 234 finished with values: [36727.384169161676, 42426.586181640625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 16:39:35,785] Trial 235 finished with values: [36988.5985625, 39409.35112847222] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 17:00:41,267] Trial 236 finished with values: [39424.4512303518, 42710.84716796875] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 17:23:01,931] Trial 237 finished with values: [36672.6505234375, 40933.54035541373] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 17:51:00,983] Trial 238 finished with values: [38069.0504296875, 40628.79753521127] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 18:06:33,735] Trial 239 finished with values: [36553.9726640625, 40162.386555989586] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 18:33:58,943] Trial 240 finished with values: [38393.571880859374, 41687.41337477993] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 18:59:55,108] Trial 241 finished with values: [36282.7893515625, 39839.116373697914] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 19:25:55,835] Trial 242 finished with values: [36060.84389453125, 39358.59932053257] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 19:53:06,203] Trial 243 finished with values: [35707.69849363773, 39238.431640625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 20:20:23,660] Trial 244 finished with values: [36000.92690400449, 39545.36905924479] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 20:34:21,655] Trial 245 finished with values: [36420.089305763475, 39549.325032552086] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 20:39:44,834] Trial 246 finished with values: [38302.051265625, 41405.412706163195] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-29 21:05:52,284] Trial 247 finished with values: [34859.3382265625, 37644.35107421875] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 21:30:02,301] Trial 248 finished with values: [36920.7880703125, 40105.19892990757] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 21:55:39,689] Trial 249 finished with values: [35896.21603667665, 40024.854329427086] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 22:22:18,118] Trial 250 finished with values: [37108.261192458835, 44188.357666015625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 22:42:32,951] Trial 251 finished with values: [35948.05971650449, 39097.89697265625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 23:04:30,976] Trial 252 finished with values: [36826.3798515625, 40648.68484157986] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 23:30:53,097] Trial 253 finished with values: [37699.0150078125, 41228.02273220486] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 23:58:49,461] Trial 254 finished with values: [35244.39432073353, 38901.602783203125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 00:24:53,312] Trial 255 finished with values: [35830.8544140625, 39030.08642578125] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 00:45:03,240] Trial 256 finished with values: [35745.435932821856, 39152.31298828125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 01:12:27,233] Trial 257 finished with values: [35982.1656998503, 39134.86043294271] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 01:38:42,528] Trial 258 finished with values: [35677.825859375, 39217.97726779514] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 02:00:46,601] Trial 259 finished with values: [37826.09034765625, 41092.628038194445] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 02:23:54,875] Trial 260 finished with values: [35181.520640625, 38541.10595703125] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 02:46:06,355] Trial 261 finished with values: [36987.04698025823, 40511.6591796875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 03:11:56,805] Trial 262 finished with values: [35826.36928096931, 39288.282958984375] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 03:35:28,876] Trial 263 finished with values: [36189.56357597305, 39478.78361002604] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 04:03:41,347] Trial 264 finished with values: [35974.98711171407, 39071.08740234375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 04:29:59,887] Trial 265 finished with values: [36053.5214921875, 39264.277235243055] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 04:56:53,863] Trial 266 finished with values: [35538.65599270209, 38901.91251627604] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 05:22:59,887] Trial 267 finished with values: [36092.86114099925, 38777.588704427086] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 05:51:35,345] Trial 268 finished with values: [36275.35540625, 38695.466688368055] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 06:11:48,397] Trial 269 finished with values: [35758.91969966317, 38999.684244791664] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 06:32:41,297] Trial 270 finished with values: [36728.6042890625, 40092.45209418403] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 06:55:29,330] Trial 271 finished with values: [36283.9305763473, 39463.73494466146] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 07:21:17,184] Trial 272 finished with values: [36996.34778489895, 40352.861165364586] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 07:42:43,372] Trial 273 finished with values: [37246.60921126497, 41454.201416015625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 07:53:25,436] Trial 274 finished with values: [36779.877456025446, 40198.780517578125] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 08:18:56,881] Trial 275 finished with values: [35755.11558523578, 39297.830403645836] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 08:43:47,972] Trial 276 finished with values: [35639.826515625, 39213.726453993055] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 09:05:42,143] Trial 277 finished with values: [36004.50104088698, 40182.09383138021] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 09:32:01,311] Trial 278 finished with values: [35082.99301787051, 38572.41984049479] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 09:58:32,939] Trial 279 finished with values: [36746.13762109375, 40283.88469685299] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 10:24:17,845] Trial 280 finished with values: [36961.08179734281, 40227.312744140625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 10:51:35,302] Trial 281 finished with values: [35768.36515250748, 39132.28116861979] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 11:17:07,344] Trial 282 finished with values: [37523.445031811374, 41048.47420247396] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 11:32:32,811] Trial 283 finished with values: [36639.98472586078, 40134.085205078125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 11:58:49,463] Trial 284 finished with values: [35675.6513984375, 38784.982259114586] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 12:14:10,121] Trial 285 finished with values: [37037.538912109376, 40482.76153994278] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 12:40:43,339] Trial 286 finished with values: [37337.54165625, 41063.712239583336] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 13:03:57,413] Trial 287 finished with values: [35733.31828920284, 39281.507080078125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 13:24:49,704] Trial 288 finished with values: [36734.25036255614, 39812.38972981771] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 13:51:02,102] Trial 289 finished with values: [36462.97396613024, 40258.36238606771] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
slurmstepd: error: *** JOB 78094462 ON aga21 CANCELLED AT 2023-12-30T14:01:24 DUE TO TIME LIMIT ***
