[I 2023-12-26 14:01:23,877] Using an existing study with name 'GATv2Conv' instead of creating a new one.
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 14:12:05,591] Trial 4 finished with values: [38183.85492382813, 42393.16805127641] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-28 23:41:30,916] Trial 217 finished with values: [37367.39090625, 40300.76508246528] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 23:53:10,989] Trial 218 finished with values: [37576.01155501497, 41224.145263671875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 00:14:27,510] Trial 219 finished with values: [39024.60620555763, 42774.880859375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 00:25:27,945] Trial 220 finished with values: [38279.4729765625, 42007.413194444445] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 00:47:05,932] Trial 221 finished with values: [36976.6025703125, 40135.940538194445] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 01:13:45,959] Trial 222 finished with values: [37783.4860234375, 41948.35932074653] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 01:35:22,382] Trial 223 finished with values: [37066.70889453125, 40402.79470486111] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 01:46:19,690] Trial 224 finished with values: [38303.2839296875, 41431.714680989586] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 02:14:42,434] Trial 225 finished with values: [36999.768993263475, 40372.952311197914] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 02:43:07,865] Trial 226 finished with values: [37480.35802734375, 41057.66134982639] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 03:06:02,181] Trial 227 finished with values: [37469.14668319611, 40881.988444010414] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 03:08:29,373] Trial 228 finished with values: [38954.1526015625, 41909.861219618055] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-29 03:34:42,115] Trial 229 finished with values: [36842.91143104416, 40417.825032552086] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 04:01:16,857] Trial 230 finished with values: [36918.57534150449, 40406.425130208336] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 04:30:11,173] Trial 231 finished with values: [37478.24619900823, 40953.880208333336] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 04:32:56,277] Trial 232 finished with values: [38033.561, 41772.025716145836] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 04:54:24,873] Trial 233 finished with values: [37232.75371912425, 40259.39501953125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 05:15:55,953] Trial 234 finished with values: [37249.57311938623, 40302.862467447914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 05:19:01,852] Trial 235 finished with values: [37748.63865625, 41717.976888020836] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 05:45:17,581] Trial 236 finished with values: [37372.84004257111, 40837.518798828125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 06:14:04,589] Trial 237 finished with values: [38840.7820390625, 42154.15008802817] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 06:36:55,883] Trial 238 finished with values: [37355.13736199476, 40684.977783203125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 06:48:00,880] Trial 239 finished with values: [37532.244171875, 41295.241319444445] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 07:16:58,097] Trial 240 finished with values: [38574.16831961078, 42010.17488606771] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 07:40:04,730] Trial 241 finished with values: [38358.45628125, 41766.058919270836] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 08:10:18,012] Trial 242 finished with values: [39761.5006796875, 42512.51416015625] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 08:31:40,490] Trial 243 finished with values: [37239.277846650446, 40349.619954427086] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 08:53:40,930] Trial 244 finished with values: [39322.4258046875, 43167.090006510414] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 09:15:27,007] Trial 245 finished with values: [38055.148765625, 41683.2158203125] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 09:38:23,204] Trial 246 finished with values: [36594.39643759356, 39685.77978515625] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 10:01:57,928] Trial 247 finished with values: [37672.439296875, 40997.831922743055] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 10:16:06,946] Trial 248 finished with values: [37922.1665390625, 40955.025227864586] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 10:39:25,495] Trial 249 finished with values: [36853.283624157935, 40067.76220703125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 10:53:17,418] Trial 250 finished with values: [37381.032700224554, 40139.44287109375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 11:14:34,524] Trial 251 finished with values: [36911.62268431886, 40347.85310872396] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 11:41:20,450] Trial 252 finished with values: [37716.1325625, 41300.58664279514] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 11:53:21,032] Trial 253 finished with values: [37449.8131015625, 40544.89643012153] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 12:16:16,053] Trial 254 finished with values: [37423.9463183009, 40862.50398763021] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 12:39:03,920] Trial 255 finished with values: [38175.03424401198, 41894.872721354164] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 13:05:23,113] Trial 256 finished with values: [38848.4559375, 41769.256849691905] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 13:31:16,092] Trial 257 finished with values: [37527.953125, 40791.958116319445] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 13:55:26,796] Trial 258 finished with values: [38095.095734375, 41411.95920138889] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 14:22:02,580] Trial 259 finished with values: [38221.6708515625, 41265.101182725695] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 14:43:48,371] Trial 260 finished with values: [37837.9199921875, 40996.317220052086] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 15:13:40,251] Trial 261 finished with values: [37918.73206054688, 41254.448049625884] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 15:38:58,627] Trial 262 finished with values: [37522.69470434132, 41000.643717447914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 16:02:29,131] Trial 263 finished with values: [36804.2813515625, 39842.517957899305] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 16:24:19,896] Trial 264 finished with values: [38810.86993590943, 42184.88972981771] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 16:48:21,750] Trial 265 finished with values: [37372.3904375, 40116.84640842014] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 17:11:13,605] Trial 266 finished with values: [36864.344299681885, 40246.327392578125] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 17:34:02,441] Trial 267 finished with values: [36857.1553026759, 40068.072916666664] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 17:45:35,055] Trial 268 finished with values: [37662.24595340569, 41023.082763671875] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-29 17:56:33,981] Trial 269 finished with values: [37427.3414375, 40445.43679470486] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-29 18:23:11,177] Trial 270 finished with values: [38577.20691429641, 42930.51798502604] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 18:49:38,809] Trial 271 finished with values: [37616.365784056885, 41166.0625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 19:15:19,232] Trial 272 finished with values: [36511.1592421875, 39644.778428819445] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 19:38:44,225] Trial 273 finished with values: [37452.9458984375, 40579.37619357639] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 20:01:52,471] Trial 274 finished with values: [38138.01818628368, 41461.696044921875] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 20:23:12,820] Trial 275 finished with values: [38374.88089446108, 41599.411865234375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 20:49:22,935] Trial 276 finished with values: [38013.54666448353, 40164.179850260414] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 21:04:22,708] Trial 277 finished with values: [38062.7529004491, 41597.772623697914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 21:26:05,235] Trial 278 finished with values: [37881.46353125, 40911.586100260414] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 21:52:13,327] Trial 279 finished with values: [39428.595972118266, 43224.18546549479] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 22:19:30,400] Trial 280 finished with values: [37400.699815213324, 40634.7392578125] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 22:45:27,779] Trial 281 finished with values: [37388.016104509734, 40663.78409830729] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 22:48:22,249] Trial 282 finished with values: [38382.90265625, 42542.021647135414] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 23:00:20,024] Trial 283 finished with values: [39190.41908203125, 42839.47092013889] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 23:21:29,198] Trial 284 finished with values: [37584.28392823727, 40783.16495768229] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 23:43:12,526] Trial 285 finished with values: [39017.20959375, 42472.533582899305] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 23:57:46,888] Trial 286 finished with values: [37921.36428125, 41145.03244357639] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 00:19:34,041] Trial 287 finished with values: [38223.14659375, 41215.959852430555] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 00:43:01,853] Trial 288 finished with values: [38001.31546875, 41073.238878038195] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 01:06:11,107] Trial 289 finished with values: [39256.84946903069, 42682.312174479164] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 01:36:21,745] Trial 290 finished with values: [37997.986109375, 41241.02728949653] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 01:57:32,320] Trial 291 finished with values: [37185.102275916914, 40678.69295247396] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 02:21:19,612] Trial 292 finished with values: [36403.47011328125, 39351.43136935764] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 02:48:20,097] Trial 293 finished with values: [37092.1122734375, 40098.00173611111] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 03:12:05,017] Trial 294 finished with values: [38746.50457288548, 48259.944661458336] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 03:34:27,526] Trial 295 finished with values: [36883.70373315868, 40209.8603515625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 03:57:44,646] Trial 296 finished with values: [37371.426319236525, 40540.64599609375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 04:24:23,557] Trial 297 finished with values: [38700.33977357784, 42260.16560872396] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 04:51:45,128] Trial 298 finished with values: [38820.0684140625, 42291.074617627644] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 05:15:47,837] Trial 299 finished with values: [40141.26006640625, 43766.706591109156] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 05:39:33,660] Trial 300 finished with values: [38343.4000234375, 41983.98777233715] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 05:52:28,128] Trial 301 finished with values: [38445.54390820312, 42059.322526958626] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 06:19:30,055] Trial 302 finished with values: [38734.68449429266, 44074.998779296875] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 06:40:44,369] Trial 303 finished with values: [37417.54668787425, 40442.003662109375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 07:07:37,431] Trial 304 finished with values: [37918.1840078125, 40977.746961805555] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 07:20:56,333] Trial 305 finished with values: [37510.1106953125, 40551.739149305555] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 07:44:25,307] Trial 306 finished with values: [38104.0306171875, 41679.38943142361] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 08:06:09,616] Trial 307 finished with values: [39322.37883984375, 43755.62185329861] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 08:31:20,580] Trial 308 finished with values: [40167.61462890625, 44238.155122139084] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 08:42:56,981] Trial 309 finished with values: [37764.192669348806, 40902.866943359375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 09:13:19,723] Trial 310 finished with values: [38346.20280273438, 41182.886526188384] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 09:39:29,079] Trial 311 finished with values: [38553.131268712576, 42727.621907552086] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 10:06:23,683] Trial 312 finished with values: [40466.8249921875, 44023.35015190972] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 10:33:20,554] Trial 313 finished with values: [38649.14911523437, 42024.7402618838] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 10:45:14,133] Trial 314 finished with values: [37991.5779765625, 41021.41802300347] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 11:08:40,348] Trial 315 finished with values: [38007.89621875, 41169.190321180555] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 11:30:32,026] Trial 316 finished with values: [39126.3571953125, 43024.831868489586] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 11:57:54,450] Trial 317 finished with values: [38371.410682541165, 41500.52286783854] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 12:21:53,922] Trial 318 finished with values: [38497.85999485404, 41825.443603515625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 12:48:31,332] Trial 319 finished with values: [39763.4026640625, 43260.90483940972] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 13:13:20,423] Trial 320 finished with values: [37973.858135291914, 40615.96280924479] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 13:25:09,024] Trial 321 finished with values: [37102.39363070734, 40155.435302734375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 13:38:05,651] Trial 322 finished with values: [41866.841515625, 44142.81300891285] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
slurmstepd: error: *** JOB 78094464 ON aga28 CANCELLED AT 2023-12-30T14:01:24 DUE TO TIME LIMIT ***
